datetime,WorkshopEd,Username,MacroRev,distance,Edit
2019-01-30 09:39:00,SEW1,COLLIAUX,1,4.036371,0
2019-01-30 09:40:00,SEW1,COLLIAUX,1,3.921387,1
2019-01-30 09:42:00,SEW1,COLLIAUX,1,3.806403,2
2019-01-30 09:43:00,SEW1,COLLIAUX,1,3.7421860000000002,3
2019-01-30 09:44:00,SEW1,COLLIAUX,1,3.6885769999999996,4
2019-01-30 09:45:00,SEW1,COLLIAUX,1,3.616026,5
2019-01-30 09:46:00,SEW1,COLLIAUX,1,3.543664,6
2019-01-30 09:48:00,SEW1,COLLIAUX,1,3.4345519999999996,7
2019-01-30 09:49:00,SEW1,COLLIAUX,1,3.389278,8
2019-01-30 09:51:00,SEW1,COLLIAUX,1,3.3273349999999997,9
2019-01-30 09:52:00,SEW1,COLLIAUX,1,3.22258,10
2019-01-30 09:54:00,SEW1,COLLIAUX,1,3.053798,11
2019-01-30 09:55:00,SEW1,COLLIAUX,1,2.980299,12
2019-01-30 09:56:00,SEW1,COLLIAUX,1,2.938246,13
2019-01-30 09:57:00,SEW1,COLLIAUX,1,2.90699,14
2019-01-30 09:58:00,SEW1,COLLIAUX,1,2.843342,15
2019-01-30 09:59:00,SEW1,COLLIAUX,1,2.8177689999999997,16
2019-01-30 10:00:00,SEW1,COLLIAUX,1,2.78424,17
2019-01-30 10:01:00,SEW1,COLLIAUX,1,2.7457849999999997,18
2019-01-30 10:02:00,SEW1,COLLIAUX,1,2.735177,19
2019-01-30 10:07:00,SEW1,COLLIAUX,1,2.53817,20
2019-01-30 10:08:00,SEW1,COLLIAUX,1,2.479257,21
2019-01-30 10:11:00,SEW1,COLLIAUX,1,2.432089,22
2019-01-30 10:12:00,SEW1,COLLIAUX,1,2.431521,23
2019-01-30 10:13:00,SEW1,COLLIAUX,1,2.379807,24
2019-01-30 10:14:00,SEW1,COLLIAUX,1,2.37867,25
2019-01-30 10:15:00,SEW1,COLLIAUX,1,2.37867,26
2019-01-30 10:16:00,SEW1,COLLIAUX,1,2.3623790000000002,27
2019-01-30 10:17:00,SEW1,COLLIAUX,1,2.365221,28
2019-01-30 10:18:00,SEW1,COLLIAUX,1,2.354423,29
2019-01-30 10:19:00,SEW1,COLLIAUX,1,2.3536650000000003,30
2019-01-30 10:20:00,SEW1,COLLIAUX,1,2.357644,31
2019-01-30 10:23:00,SEW1,COLLIAUX,1,2.175791,32
2019-01-30 10:25:00,SEW1,COLLIAUX,1,2.140936,33
2019-01-30 10:29:00,SEW1,COLLIAUX,1,1.982004,34
2019-01-30 10:30:00,SEW1,COLLIAUX,1,1.968176,35
2019-01-30 10:31:00,SEW1,COLLIAUX,1,1.955295,36
2019-01-30 10:32:00,SEW1,COLLIAUX,1,1.9354040000000001,37
2019-01-30 10:34:00,SEW1,COLLIAUX,1,1.856223,38
2019-01-30 10:35:00,SEW1,COLLIAUX,1,1.7990150000000003,39
2019-01-30 10:36:00,SEW1,COLLIAUX,1,1.7990150000000003,40
2019-01-30 10:37:00,SEW1,COLLIAUX,1,1.7831029999999999,41
2019-01-30 10:46:00,SEW1,COLLIAUX,1,1.690661,42
2019-01-30 10:48:00,SEW1,COLLIAUX,1,1.64785,43
