datetime,WorkshopEd,Username,MacroRev,distance,Edit
2019-01-30 18:00:00,SEW1,COLLIAUX,2,0.41269799999999995,87
2019-01-31 14:47:00,SEW1,COLLIAUX,3,0.662072,88
2019-01-31 14:49:00,SEW1,COLLIAUX,3,0.688805,89
2019-01-31 14:50:00,SEW1,COLLIAUX,3,0.685046,90
2019-01-31 14:51:00,SEW1,COLLIAUX,3,0.690058,91
2019-01-31 14:52:00,SEW1,COLLIAUX,3,0.734336,92
2019-01-31 14:53:00,SEW1,COLLIAUX,3,0.734336,93
2019-01-31 14:54:00,SEW1,COLLIAUX,3,0.734336,94
2019-01-31 14:55:00,SEW1,COLLIAUX,3,0.734336,95
2019-01-31 15:35:00,SEW1,COLLIAUX,4,0.627402,96
2019-01-31 16:56:00,SEW1,COLLIAUX,4,0.627402,97
