SEW1_COLLIAUX_1 SEW1_COLLIAUX_2 SEW1_COLLIAUX_3 SEW1_COLLIAUX_4 
SEW1_COLLIAUX_1  0.000000 -2.635423 -4.094205 -1.237127 
SEW1_COLLIAUX_2  -2.635423 0.000000 -6.729628 -1.572517 
SEW1_COLLIAUX_3  -4.094205 -6.729628 0.000000 -1.813397 
SEW1_COLLIAUX_4  -1.237127 -1.572517 -1.813397 0.000000 
SEW1_COLLIAUX_1 SEW1_COLLIAUX_2 SEW1_COLLIAUX_3 SEW1_COLLIAUX_4 
