SEW1_COLLIAUX_3 , 0.310516 ,
SEW1_COLLIAUX_2 , 0.740607 ,
SEW1_COLLIAUX_1 , 1.598044 ,
SEW1_COLLIAUX_4 , 2.840968 ,
