datetime,WorkshopEd,Username,MacroRev,distance,Edit
2019-01-30 09:36:00,SEW1,VALDANO,1,4.427891000000001,0
2019-01-30 09:55:00,SEW1,VALDANO,1,4.223747,1
2019-01-30 09:56:00,SEW1,VALDANO,1,4.142257,2
2019-01-30 09:58:00,SEW1,VALDANO,1,4.029404,3
2019-01-30 09:59:00,SEW1,VALDANO,1,4.050126000000001,4
2019-01-30 10:02:00,SEW1,VALDANO,1,3.739849,5
2019-01-30 10:03:00,SEW1,VALDANO,1,3.623075,6
2019-01-30 10:04:00,SEW1,VALDANO,1,3.42005,7
2019-01-30 10:05:00,SEW1,VALDANO,1,3.3928870000000004,8
2019-01-30 10:07:00,SEW1,VALDANO,1,3.511061,9
2019-01-30 10:08:00,SEW1,VALDANO,1,3.2945949999999997,10
2019-01-30 10:09:00,SEW1,VALDANO,1,3.185942,11
2019-01-30 10:11:00,SEW1,VALDANO,1,3.131616,12
2019-01-30 10:12:00,SEW1,VALDANO,1,3.129656,13
2019-01-30 10:13:00,SEW1,VALDANO,1,3.0943709999999998,14
2019-01-30 10:15:00,SEW1,VALDANO,1,3.074769,15
2019-01-30 10:16:00,SEW1,VALDANO,1,3.070569,16
2019-01-30 10:17:00,SEW1,VALDANO,1,3.0568470000000003,17
2019-01-30 10:18:00,SEW1,VALDANO,1,3.067768,18
2019-01-30 10:20:00,SEW1,VALDANO,1,3.018202,19
2019-01-30 10:21:00,SEW1,VALDANO,1,3.0042,20
2019-01-30 10:22:00,SEW1,VALDANO,1,3.010361,21
2019-01-30 10:23:00,SEW1,VALDANO,1,3.0145619999999997,22
2019-01-30 10:27:00,SEW1,VALDANO,1,2.946514,23
2019-01-30 10:31:00,SEW1,VALDANO,1,2.8857459999999997,24
2019-01-30 10:33:00,SEW1,VALDANO,1,2.852702,25
2019-01-30 10:34:00,SEW1,VALDANO,1,2.849342,26
2019-01-30 10:35:00,SEW1,VALDANO,1,2.849342,27
2019-01-30 10:37:00,SEW1,VALDANO,1,2.849342,28
2019-01-30 10:38:00,SEW1,VALDANO,1,2.83086,29
2019-01-30 10:40:00,SEW1,VALDANO,1,2.842901,30
2019-01-30 10:41:00,SEW1,VALDANO,1,2.849062,31
2019-01-30 14:48:00,SEW1,VALDANO,1,2.846262,32
2019-01-30 17:08:00,SEW1,VALDANO,2,4.325399,33
2019-01-30 17:09:00,SEW1,VALDANO,2,4.318118,34
2019-01-30 17:11:00,SEW1,VALDANO,2,4.2836739999999995,35
2019-01-30 17:12:00,SEW1,VALDANO,2,4.067208,36
2019-01-30 17:13:00,SEW1,VALDANO,2,4.059927,37
2019-01-30 17:14:00,SEW1,VALDANO,2,4.2159059999999995,38
2019-01-30 17:15:00,SEW1,VALDANO,2,3.9703160000000004,39
2019-01-30 17:16:00,SEW1,VALDANO,2,3.869224,40
2019-01-30 17:17:00,SEW1,VALDANO,2,3.7292080000000003,41
2019-01-30 17:18:00,SEW1,VALDANO,2,3.6289550000000004,42
2019-01-30 17:19:00,SEW1,VALDANO,2,3.6255949999999997,43
2019-01-30 17:20:00,SEW1,VALDANO,2,3.4609349999999997,44
2019-01-30 17:22:00,SEW1,VALDANO,2,3.253711,45
2019-01-30 17:23:00,SEW1,VALDANO,2,3.143377,46
2019-01-30 17:24:00,SEW1,VALDANO,2,3.065248,47
2019-01-30 17:25:00,SEW1,VALDANO,2,3.066928,48
2019-01-30 17:26:00,SEW1,VALDANO,2,2.990479,49
2019-01-30 17:27:00,SEW1,VALDANO,2,2.940073,50
2019-01-30 17:29:00,SEW1,VALDANO,2,2.728087,51
2019-01-30 17:31:00,SEW1,VALDANO,2,2.703164,52
2019-01-30 17:32:00,SEW1,VALDANO,2,2.534584,53
2019-01-30 17:33:00,SEW1,VALDANO,2,2.516382,54
